Name,Age,Nationality,Fifa Score,Club,Value,Salary
Alberto Benito,25,Spain,71,Real Zaragoza,€2.6M,€8K
T. Masilela,32,South Africa,71,Kaizer Chiefs,€1.3M,€1K
E. Ben Nabouhane,28,Comoros,71,Olympiakos CFP,€2.4M,€1K
Ramón Folch,27,Spain,71,Real Oviedo,€2.4M,€7K
T. Kupisz,27,Poland,71,Cesena,€2.5M,€3K
S. Montoya,25,Colombia,71,Deportes Tolima,€3M,€2K
M. Makuszewski,27,Poland,71,Lech Poznań,€2.5M,€8K
A. Hutton,32,Scotland,71,Aston Villa,€1.3M,€23K
S. Ghoddos,23,Iran,71,Östersunds FK,€3.2M,€4K
P. Gerkens,22,Belgium,71,RSC Anderlecht,€3.2M,€14K
S. Filip,23,Romania,71,,€0,€0.00
Y. Sanpian,33,Chile,71,CD O'Higgins,€1.2M,€4K
Serginho,30,Brazil,71,Akhisar Belediyespor,€1.8M,€12K
K. Constant,30,Guinea,71,FC Sion,€2.2M,€16K
Isaías,30,Spain,71,Adelaide United,€1.8M,€5K
J. Velázquez,26,Venezuela,71,Tiburones Rojos de Veracruz,€2.4M,€6K
Quini,27,Spain,71,Granada CF,€2.2M,€7K
I. Fossum,20,Norway,71,Hannover 96,€3.3M,€20K
E. Rolland,28,France,71,KV Kortrijk,€2.4M,€12K
R. Guzmics,30,Hungary,71,,€0,€0.00
C. Ripley,24,England,71,Burton Albion,€2.4M,€8K
A. Morelos,21,Colombia,71,Rangers,€4.3M,€30K
H. Nielsen,23,Norway,71,Fortuna Düsseldorf,€3.1M,€18K
C. Ramirez,26,United States,71,Minnesota Thunder,€2.9M,€7K
D. Cabrera,27,Mexico,71,U.N.A.M.,€2.4M,€16K
A. Koura,24,France,71,AS Nancy Lorraine,€3.1M,€6K
A. Mendy,23,France,71,Girondins de Bordeaux,€3.2M,€26K
G. Parreses,33,Chile,71,Deportes Iquique,€1.2M,€2K
Gerard Valentín,23,Spain,71,RC Deportivo de La Coruña,€2.8M,€13K
Nildo Petrolina,31,Brazil,71,CD Aves,€2.1M,€10K
A. Lucarelli,39,Italy,71,Parma,€160K,€3K
J. Paterson,25,England,71,Bristol City,€3M,€29K
R. Leipertz,24,Germany,71,FC Ingolstadt 04,€3.1M,€14K
Sandelas Júnior,25,Brazil,71,Clube Atlético Mineiro,€2.1M,€20K
I. Bangoura,32,Guinea,71,Al Raed,€1.9M,€17K
C. Sheridan,28,Republic of Ireland,71,Jagiellonia Białystok,€2.4M,€9K
S. Skrzybski,24,Germany,71,1. FC Union Berlin,€3.2M,€21K
Diego Oliveira,27,Brazil,71,Kashiwa Reysol,€2.5M,€11K
E. Andrada,26,Argentina,71,Club Atlético Lanús,€2.2M,€9K
S. Kerk,23,Germany,71,1. FC Nürnberg,€3.2M,€9K
Pedro Nuno,22,Portugal,71,Tondela,€3.6M,€8K
K. Bonifazi,21,Italy,71,Torino,€3.6M,€19K
William,30,Brazil,71,Club América,€2.2M,€35K
D. Rosero Valencia,23,Colombia,71,Asociacion Deportivo Cali,€3M,€2K
C. Janker,32,Germany,71,FC Augsburg,€1.4M,€16K
S. von Bergen,34,Switzerland,71,BSC Young Boys,€725K,€15K
F. Macheda,25,Italy,71,Novara,€2.9M,€4K
S. Sidwell,34,England,71,Brighton & Hove Albion,€1.2M,€31K
Y. Chibsah,24,Ghana,71,Benevento Calcio,€3.3M,€17K
T. Schütz,29,Germany,71,DSC Arminia Bielefeld,€1.8M,€7K
S. Rizzato,35,Italy,71,Avellino,€1M,€3K
Vadillo,22,Spain,71,SD Huesca,€3.5M,€6K
Trezeguet,22,Egypt,71,Kasimpaşa SK,€3.2M,€14K
Kim Min Jae,20,Korea Republic,71,Jeonbuk Hyundai Motors,€3.4M,€6K
D. Opare,26,Ghana,71,FC Augsburg,€2.4M,€16K
A. Gogia,25,Germany,71,1. FC Union Berlin,€2.9M,€23K
E. Bekdemir,25,Turkey,71,Osmanlıspor,€2.8M,€13K
A. Gyurcsó,26,Hungary,71,Pogoń Szczecin,€2.8M,€6K
A. Marušić,24,Montenegro,71,Lazio,€2.6M,€23K
M. Miyin,33,Chile,71,Deportes Iquique,€900K,€3K
A. Cole,36,England,71,LA Galaxy,€270K,€4K
Pedro Júnior,30,Brazil,71,Kashima Antlers,€2.3M,€11K
Ryan Mendes,27,Cape Verde,71,Kayserispor,€2.5M,€11K
Babanco,31,Cape Verde,71,CD Feirense,€2M,€8K
D. Nugent,32,England,71,Derby County,€1.9M,€40K
D. Jevtić,24,Switzerland,71,Lech Poznań,€3.2M,€7K
N. Fernández,38,Argentina,71,Unión de Santa Fe,€160K,€5K
G. Marilungo,27,Italy,71,La Spezia,€2.5M,€20K
B. Sarr,26,Senegal,71,Molde FK,€2.6M,€6K
A. Sagal,24,Chile,71,Pachuca,€3.2M,€20K
N. Cardozo,30,Argentina,71,Monterrey,€2.2M,€35K
C. Puggioni,36,Italy,71,Sampdoria,€325K,€11K
A. Machado,32,Panama,71,Houston Dynamo,€1.4M,€6K
Gégé,29,Cape Verde,71,Al Fayha,€1.8M,€15K
J. Tavares,28,Cape Verde,71,Dijon FCO,€2.4M,€16K
E. Fernández,22,France,71,Deportivo Alavés,€3.3M,€14K
Flavio Paixão,32,Portugal,71,Lechia Gdańsk,€1.8M,€7K
M. Luongo,24,Australia,71,Queens Park Rangers,€3.1M,€18K
I. Hayden,22,England,71,Newcastle United,€3M,€32K
Luis Couprins,29,Brazil,71,Associação Chapecoense de Futebol,€1.8M,€12K
D. Guerrero,29,Mexico,71,Puebla,€1.8M,€33K
C. Auzqui,26,Argentina,71,River Plate,€2.8M,€15K
R. Strieder,24,Germany,71,FC Utrecht,€2.6M,€7K
Raphael Martinho,29,Brazil,71,Bari,€2.3M,€4K
Heitor Gesse,33,Brazil,71,São Paulo Futebol Clube,€900K,€18K
A. Özek,29,Turkey,71,Gençlerbirliği SK,€2.3M,€14K
J. Marié,25,France,71,Dijon FCO,€3M,€13K
B. Celina,20,Kosovo,71,Ipswich Town,€3.8M,€51K
L. Cook,20,England,71,Bournemouth,€4.6M,€31K
R. Matarrita,22,Costa Rica,71,New York City Football Club,€2.8M,€5K
L. Vitale,29,Italy,71,Salernitana,€1.8M,€4K
D. Lévêque,27,France,71,PAOK Thessaloniki,€2.2M,€1K
K. Rowe,25,United States,71,New England Revolution,€3.1M,€6K
Y. Kashiwagi,29,Japan,71,Urawa Red Diamonds,€2.3M,€10K
M. Hascien,33,Chile,71,Everton de Viña del Mar,€900K,€3K
I. Močinić,24,Croatia,71,SK Rapid Wien,€3.2M,€14K
Víctor Casadesús,32,Spain,71,CD Tenerife,€1.9M,€8K
J. Grimm,30,France,71,RC Strasbourg,€1.8M,€15K
T. Moulin,27,France,71,Legia Warszawa,€2.2M,€7K
B. Osborn,22,England,71,Nottingham Forest,€3.2M,€18K
Vieiraldo Junior,25,Brazil,71,Fluminense Football Club,€2.1M,€22K
Alam Lindeiro,33,Brazil,71,Clube Atlético Mineiro,€900K,€21K
P. Glykos,30,Greece,71,PAOK Thessaloniki,€1.5M,€1K
T. Costa,32,Argentina,71,Bahía Blanca,€1.8M,€8K
A. Rochat,34,Switzerland,71,FC Lausanne-Sports,€725K,€8K
Lins,29,Brazil,71,Ventforet Kofu,€2.4M,€5K
Enzo Merques,33,Brazil,71,Botafogo de Futebol e Regatas,€900K,€12K
P. Ziereis,24,Germany,71,FC St. Pauli,€2.7M,€11K
J. Berthomier,27,France,71,Stade Brestois 29,€2.5M,€6K
Marlion Simões,25,Brazil,71,Sociedade Esportiva Palmeiras,€2M,€20K
Pedro Tiba,28,Portugal,71,Grupo Desportivo de Chaves,€2.4M,€9K
Juan Muñoz,21,Spain,71,UD Almería,€3.2M,€10K
J. Agudelo,24,United States,71,New England Revolution,€3.1M,€6K
M. Torsiglieri,29,Argentina,71,Racing Club de Avellaneda,€1.8M,€12K
P. Kieszek,33,Poland,71,Córdoba CF,€1.2M,€6K
M. Parediso,33,Chile,71,CD Antofagasta,€900K,€3K
J. McEachran,24,England,71,Brentford,€3.1M,€26K
K. Roofe,24,England,71,Leeds United,€3.2M,€21K
L. Cabrera,25,Uruguay,71,Crotone,€2.7M,€9K
J. Campos,29,Bolivia,71,,€0,€0.00
D. Royer,27,Austria,71,New York Red Bulls,€2.5M,€7K
K. Lawrence,24,Jamaica,71,New York Red Bulls,€2.6M,€5K
M. Caktaš,25,Croatia,71,Rubin Kazan,€3.1M,€27K
G. Sunu,26,France,71,Angers SCO,€2.8M,€18K
D. Williams,28,United States,71,Huddersfield Town,€2.4M,€33K
R. Leeuwin,29,Netherlands,71,FC Utrecht,€1.8M,€9K
R. Espinoza,30,Honduras,71,Sporting Kansas City,€2.2M,€7K
Tyronne,26,Spain,71,CD Tenerife,€2.8M,€7K
João Pedro,24,Portugal,71,LA Galaxy,€3M,€6K
A. Rivas,32,Colombia,71,Deportes Tolima,€1.4M,€1K
U. Bech,24,Denmark,71,Hannover 96,€3.1M,€23K
Lionn,28,Brazil,71,Rio Ave FC,€1.9M,€7K
J. Larsson,27,Sweden,71,Brøndby IF,€2.2M,€13K
J. Schlupp,24,Ghana,71,Crystal Palace,€2.6M,€27K
André Leal,21,Portugal,71,FC Paços de Ferreira,€3.7M,€6K
R. Shotton,28,England,71,Middlesbrough,€1.9M,€13K
F. Bellugou,30,France,71,ES Troyes AC,€1.8M,€15K
S. Motta,33,Colombia,71,La Equidad,€1.4M,€2K
M. Coda,28,Italy,71,Benevento Calcio,€2.4M,€22K
W. Mesloub,31,Algeria,71,FC Lorient,€1.6M,€6K
R. Schoofs,23,Belgium,71,KV Mechelen,€3.1M,€10K
V. Afonin,29,Uzbekistan,71,FC Anzhi Makhachkala,€1.8M,€15K
E. Nabiullin,22,Russia,71,Rubin Kazan,€3.1M,€23K
Vitinho,19,Brazil,71,FC Barcelona B,€5M,€4K
V. Di Cesare,34,Italy,71,Parma,€725K,€4K
I. Sylla,23,Guinea,71,Toulouse FC,€3.1M,€17K
S. Adegbenro,21,Nigeria,71,Rosenborg BK,€3.7M,€5K
Montoro,29,Spain,71,Granada CF,€1.8M,€8K
Cyriac,26,Ivory Coast,71,Medicana Sivasspor,€2.8M,€12K
D. Chará,31,Colombia,71,Portland Timbers,€1.6M,€6K
A. Grassi,22,Italy,71,Ferrara (SPAL),€3.6M,€32K
Tiago Pombeira,29,Brazil,71,Sport Club do Recife,€2.3M,€13K
R. Fardenal,29,Chile,71,CD Universidad de Concepción,€1.8M,€4K
R. Hennings,29,Germany,71,Fortuna Düsseldorf,€2.4M,€21K
J. Speroni,38,Argentina,71,Crystal Palace,€160K,€17K
Y. Bounou,26,Morocco,71,Girona CF,€2.1M,€12K
T. Pledl,23,Germany,71,FC Ingolstadt 04,€3.3M,€14K
A. Hughes,37,Northern Ireland,71,Heart of Midlothian,€325K,€5K
J. Bamba,21,France,71,AS Saint-Étienne,€4.1M,€20K
I. Dia,30,Senegal,71,Evkur Yeni Malatyaspor,€2.2M,€11K
C. Ledesma,34,Italy,71,FC Lugano,€725K,€6K
D. Kuciak,32,Slovakia,71,Lechia Gdańsk,€1.4M,€5K
C. Coady,24,England,71,Wolverhampton Wanderers,€2.6M,€26K
J. Gol,31,Poland,71,Amkar Perm,€2M,€16K
E. O'Kane,26,Republic of Ireland,71,Leeds United,€2.7M,€24K
B. McKay,22,Scotland,71,Nottingham Forest,€3.6M,€20K
F. Klein,30,Austria,71,FK Austria Wien,€1.7M,€15K
M. Putnocký,32,Slovakia,71,Lech Poznań,€1.4M,€6K
E. Toloza,33,Colombia,71,Independiente Medellín,€1.5M,€4K
G. Poblete,24,Argentina,71,FC Metz,€2.8M,€9K
M. Coronel,28,Argentina,71,Gimnasia y Esgrima La Plata,€2.2M,€11K
P. Dummett,25,Wales,71,Newcastle United,€2.5M,€36K
Carlitos,34,Portugal,71,FC Sion,€1.2M,€16K
J. Bostock,25,Trinidad & Tobago,71,RC Lens,€3.1M,€7K
Y. Sanogo,24,France,71,Toulouse FC,€3.2M,€19K
G. Gianniotas,24,Greece,71,Real Valladolid,€3.2M,€7K
J. Vaughan,28,England,71,Sunderland,€2.4M,€9K
E. Álvarez,19,Mexico,71,Club América,€2.7M,€17K
S. Sunzu,28,Zambia,71,Arsenal Tula,€2.2M,€26K
T. Schick,27,Austria,71,BSC Young Boys,€2.5M,€16K
A. Asiri,25,Saudi Arabia,71,Al Ittihad,€2.4M,€23K
J. Sánchez,29,Colombia,71,CPD Junior Barranquilla,€1.8M,€3K
Carpio,33,Spain,71,Cádiz C.F.,€900K,€6K
R. Hassan,26,Nigeria,71,FC Midtjylland,€2.8M,€19K
F. Hübner,26,Germany,71,Hannover 96,€2.4M,€24K
E. Saveljich,26,Montenegro,71,Albacete Balompié,€2.6M,€15K
R. Aguileda,29,Chile,71,Club de Deportes Temuco,€1.8M,€3K
R. Martin,31,Scotland,71,Norwich City,€1.6M,€23K
K. Manneh,22,United States,71,Columbus Crew SC,€3.3M,€6K
O. Boscagli,19,France,71,Nîmes Olympique,€3.6M,€10K
N. Maupay,20,France,71,Brentford,€3.7M,€26K
F. Calvo,24,Costa Rica,71,Minnesota Thunder,€2.4M,€5K
Xavi Torres,30,Spain,71,Perth Glory,€1.8M,€7K
E. Bourgaud,29,France,71,Amiens SC Football,€2.3M,€14K
S. Medina,25,Colombia,71,Monterrey,€2.5M,€30K
K. Diks,20,Netherlands,71,Feyenoord,€3M,€26K
R. Baderos,25,Chile,71,CD Antofagasta,€2.1M,€3K
A. Büyük,29,Turkey,71,Evkur Yeni Malatyaspor,€2.4M,€13K
Felipe,30,Brazil,71,Hannover 96,€1.8M,€24K
D. Jones,32,England,71,Sheffield Wednesday,€1.8M,€36K
G. Belaud,30,France,71,Stade Brestois 29,€1.7M,€5K
Seoane,34,Spain,71,CD Lugo,€725K,€6K
M. Cahais,29,Argentina,71,Bahía Blanca,€1.8M,€8K
Ricardo Lopes,26,Brazil,71,Jeonbuk Hyundai Motors,€2.8M,€9K
Iñigo Pérez,29,Spain,71,CD Numancia,€1.8M,€7K
M. Rangel,26,Colombia,71,Kasimpaşa SK,€3M,€4K
S. Hogan,25,England,71,Aston Villa,€3.1M,€26K
D. Cools,21,Belgium,71,Club Brugge KV,€3M,€11K
M. Dąbrowski,30,Poland,71,Legia Warszawa,€1.8M,€7K
M. Pintilii,32,Romania,71,,€0,€0.00
G. Sandoval,21,Mexico,71,Santos Laguna,€3.4M,€12K
M. Kamiński,25,Poland,71,VfB Stuttgart,€2.5M,€15K
B. Diawara,29,Senegal,71,Adelaide United,€2.4M,€7K
C. Salom,30,Palestine,71,Puebla,€2.3M,€8K
Jorge Sáenz,20,Spain,71,CD Tenerife,€4.7M,€5K
J. Kiełb,29,Poland,71,Korona Kielce,€2.3M,€6K
D. McGoldrick,29,Republic of Ireland,71,Ipswich Town,€2.4M,€17K
Y. Mokhtar,25,Morocco,71,PEC Zwolle,€2.8M,€8K
N. Leali,24,Italy,71,SV Zulte-Waregem,€2.2M,€34K
L. Aveldaño,31,Argentina,71,CD Tenerife,€1.6M,€6K
J. Aldunsate,25,Chile,71,Universidad Católica,€2.1M,€5K
A. Soto,23,Argentina,71,Racing Club de Avellaneda,€2.8M,€11K
M. Basha,30,Albania,71,Bari,€2.2M,€4K
D. Cvetinović,28,Serbia,71,RC Lens,€2.2M,€7K
E. Başsan,25,Turkey,71,Galatasaray SK,€3M,€34K
V. Fiorillo,27,Italy,71,Pescara,€1.6M,€3K
M. Henriksen,24,Norway,71,Hull City,€3M,€8K
Germán,30,Spain,71,Granada CF,€1.8M,€7K
M. Kone,27,Ivory Coast,71,Cesena,€2.7M,€3K
F. Holland,26,Germany,71,SV Darmstadt 98,€2.3M,€16K
Paulolettinho,33,Brazil,71,Sociedade Esportiva Palmeiras,€1.4M,€23K
S. Malezas,32,Greece,71,PAOK Thessaloniki,€1.4M,€1K
L. Fariña,26,Argentina,71,CD Aves,€2.9M,€9K
J. Cornejo,26,Chile,71,Club León,€2.3M,€19K
C. Luna,35,Argentina,71,Club Atlético Tigre,€1.1M,€9K
E. Arévalo Ríos,35,Uruguay,71,Racing Club de Avellaneda,€550K,€9K
B. Zuculini,24,Argentina,71,Hellas Verona,€3.2M,€16K
E. Horvath,22,United States,71,Club Brugge KV,€2.8M,€10K
M. Stoppelkamp,30,Germany,71,MSV Duisburg,€2.2M,€6K
S. Çikalleshi,26,Albania,71,Osmanlıspor,€2.8M,€14K
A. Vaņins,37,Latvia,71,FC Zürich,€160K,€6K
A. Papadopoulos,32,Greece,71,Brisbane Roar,€1.4M,€5K
J. Arandero,29,Chile,71,Everton de Viña del Mar,€1.8M,€4K
T. Taiwo,32,Nigeria,71,AFC Eskilstuna,€1.3M,€4K
N. De Pauw,27,Belgium,71,SV Zulte-Waregem,€2.5M,€12K
Gaztañaga,26,Spain,71,Gimnàstic de Tarragona,€2.6M,€7K
R. Thomas,22,New Zealand,71,PEC Zwolle,€3.3M,€7K
Alex das Freitas,29,Brazil,71,Sociedade Esportiva Palmeiras,€1.8M,€22K
D. Dessena,30,Italy,71,Cagliari,€2.2M,€33K
João Diogo,29,Portugal,71,CF Os Belenenses,€1.8M,€6K
M. Bjärsmyr,31,Sweden,71,Medicana Sivasspor,€1.6M,€10K
J. Poulsen,33,Denmark,71,FC Midtjylland,€1.4M,€19K
A. Salvamanos,25,Chile,71,Santiago Wanderers,€2.1M,€4K
V. Fayzulin,31,Russia,71,Zenit St. Petersburg,€1.6M,€34K
P. Rodríguez,27,Argentina,71,AEK Athens,€2.5M,€1K
J. Mauri,21,Italy,71,Milan,€3.3M,€41K
N. Bärkroth,25,Sweden,71,Lech Poznań,€2.8M,€8K
J. Madueña,27,Mexico,71,Club Atlas,€2.2M,€14K
I. Seck,27,Senegal,71,Waasland-Beveren,€2M,€9K
L. Kelly,21,Republic of Ireland,71,Reading,€4M,€19K
S. Bertoli,39,Argentina,71,Club Atlético Patronato,€160K,€4K
E. Juárez,29,Mexico,71,Monterrey,€1.8M,€33K
R. Aït Atmane,24,Algeria,71,Real Sporting de Gijón,€2.8M,€7K
M. Barthelmé,28,France,71,La Berrichonne de Châteauroux,€2.4M,€6K
C. Schulz,34,Germany,71,SK Sturm Graz,€725K,€14K
Ji Dong Won,26,Korea Republic,71,FC Augsburg,€3M,€19K
D. Rotariu,21,Romania,71,Royal Excel Mouscron,€3.5M,€13K
A. Hoffmann,24,Germany,71,Fortuna Düsseldorf,€2.6M,€15K
G. Valsvik,24,Norway,71,Eintracht Braunschweig,€2.8M,€14K
C. M'Bengue,28,Senegal,71,AS Saint-Étienne,€1.9M,€22K
A. Al Khaibari,31,Saudi Arabia,71,Al Hilal,€1.6M,€24K
H. Palacios,24,Colombia,71,Club Brugge KV,€2.7M,€13K
William,22,Brazil,71,VfL Wolfsburg,€3M,€28K
Oier,27,Spain,71,Levante UD,€1.8M,€12K
A. Haghighi,29,Iran,71,AFC Eskilstuna,€1.6M,€3K
B. Nieuwkoop,21,Netherlands,71,Feyenoord,€3M,€8K
C. Gönen,29,Turkey,71,Málaga CF,€1.8M,€13K
Kim Min Woo,27,Korea Republic,71,Suwon Samsung Bluewings,€2.5M,€7K
E. Aguirre,20,Mexico,71,Pachuca,€3.6M,€14K
Edu Machado,27,Portugal,71,Boavista FC,€2M,€6K
Álvaro,22,Spain,71,Getafe CF,€3.3M,€14K
M. Knaller,30,Austria,71,FC Ingolstadt 04,€1.5M,€12K
H. Dean,25,England,71,Birmingham City,€2.6M,€18K
Baena,28,Spain,71,Granada CF,€2.2M,€8K
E. Cocalić,29,Bosnia Herzegovina,71,KV Mechelen,€1.8M,€11K
E. Insúa,26,Argentina,71,Panathinaikos FC,€2.4M,€1K
C. Bryson,30,Scotland,71,Cardiff City,€2.2M,€36K
C. Vendoval,29,Chile,71,Universidad Católica,€2.3M,€6K
Lee Dong Gook,38,Korea Republic,71,Jeonbuk Hyundai Motors,€850K,€7K
C. Pellerano,35,Argentina,71,Tiburones Rojos de Veracruz,€1M,€26K
S. Logan,29,England,71,Aberdeen,€1.8M,€7K
Z. Korcsmár,28,Hungary,71,FC Midtjylland,€2.2M,€19K
D. Hernández,24,Colombia,71,Águilas Doradas,€3.1M,€2K
José Arnáiz,22,Spain,71,FC Barcelona B,€3.6M,€6K
E. Villa,35,Argentina,71,Querétaro,€1.1M,€7K
D. Ndongala,26,DR Congo,71,Standard de Liège,€2.8M,€12K
T. Okriashvili,25,Georgia,71,FC Krasnodar,€3.1M,€26K
Nathan,21,Brazil,71,Amiens SC Football,€3.5M,€54K
M. Jonckheere,27,Belgium,71,KV Oostende,€2.7M,€12K
J. Martins Pereira,31,France,71,En Avant de Guingamp,€1.6M,€15K
J. van den Berg,31,Netherlands,71,Reading,€1.6M,€22K
M. Barragán,25,Mexico,71,Necaxa,€3M,€16K
C. Fierro,22,Mexico,71,Guadalajara,€3.2M,€33K
Mika,26,Portugal,71,Sunderland,€2.1M,€6K
S. Ribas,29,Uruguay,71,Club Atlético Patronato,€2.4M,€9K
A. Sapeta,28,Russia,71,Dinamo Moscow,€2.2M,€22K
J. Morrow,29,United States,71,Toronto FC,€1.8M,€6K
João Teixeira,23,Portugal,71,Vitória Setúbal,€3.2M,€8K
S. Nakamura,39,Japan,71,Júbilo Iwata,€650K,€4K
Cláudio Ramos,25,Portugal,71,Tondela,€2.3M,€4K
J. Cuffaut,29,France,71,AS Nancy Lorraine,€1.8M,€6K
A. Tighadouini,24,Morocco,71,FC Twente,€3.2M,€14K
M. González,36,Argentina,71,Club Atlético Huracán,€800K,€8K
V. Kjartansson,27,Iceland,71,,€0,€0.00
R. Coetzee,20,South Africa,71,,€0,€0.00
A. Abrashi,27,Albania,71,SC Freiburg,€2M,€16K
P. Arriola,22,United States,71,D.C. United,€3.2M,€6K
F. Campbell,29,England,71,Hull City,€2.4M,€10K
Suso Santana,32,Spain,71,CD Tenerife,€1.8M,€7K
M. Formica,29,Argentina,71,U.N.A.M.,€2.3M,€16K
Djaniny,26,Cape Verde,71,Santos Laguna,€2.8M,€16K
F. Zuqui,25,Argentina,71,Estudiantes de La Plata,€3M,€12K
J. Obita,23,England,71,Reading,€2.8M,€19K
D. Asprilla,28,Colombia,71,Al Fayha,€2.4M,€16K
J. Ikoné,19,France,71,Montpellier Hérault SC,€4.1M,€25K
F. Lértora,26,Argentina,71,Belgrano de Córdoba,€2.4M,€9K
Nsue,27,Equatorial Guinea,71,Birmingham City,€2M,€19K
A. Rispoli,28,Italy,71,Palermo,€2.4M,€4K
I. Pillud,31,Argentina,71,Racing Club de Avellaneda,€1.6M,€13K
P. Sané,25,Senegal,71,AJ Auxerre,€3.2M,€17K
Pita,32,Spain,71,CD Lugo,€1.4M,€6K
J. Rosenthal,31,Germany,71,SV Darmstadt 98,€2.1M,€19K
G. Koutroumpis,26,Greece,71,Panathinaikos FC,€2.4M,€1K
Adeilson Gesser,25,Brazil,71,Botafogo de Futebol e Regatas,€2.6M,€13K
C. Peña,27,Mexico,71,Rangers,€2.7M,€35K
Y. Al Mosailem,33,Saudi Arabia,71,Al Ahli,€1.2M,€19K
J. Williams,23,Wales,71,Sunderland,€3.2M,€30K
A. Losilla,31,France,71,VfL Bochum,€1.6M,€13K
N. Zimling,32,Denmark,71,SønderjyskE,€1.4M,€10K
M. Abdul Shafy,32,Egypt,71,Al Ahli,€1.3M,€24K
M. Eggestein,20,Germany,71,SV Werder Bremen,€3.8M,€15K
K. Sankaré,32,Senegal,71,Cádiz C.F.,€1.4M,€6K
R. Mphahlele,27,South Africa,71,Kaizer Chiefs,€2.2M,€1K
Miguel Silva,22,Portugal,71,Vitória Guimarães,€2.3M,€5K
K. Lee,29,England,71,Sheffield Wednesday,€2.3M,€38K
B. Koita,26,France,71,Kasimpaşa SK,€2.8M,€12K
Marcos Pizzelli,32,Armenia,71,Al Shabab,€1.8M,€23K
A. Bakasetas,24,Greece,71,AEK Athens,€3.1M,€1K
Pozo,21,Spain,71,UD Almería,€3.4M,€6K
Derley,29,Brazil,71,CD Aves,€2.4M,€11K
Heltinho Melo,33,Brazil,71,Clube Atlético Mineiro,€1.4M,€23K
Nascimentardo,29,Brazil,71,Clube Atlético Paranaense,€2.3M,€12K
P. Barrera,30,Mexico,71,U.N.A.M.,€2.2M,€16K
Marc Mateu,27,Spain,71,CD Numancia,€2.5M,€8K
C. Coosemans,24,Belgium,71,KV Mechelen,€2.2M,€7K
C. Cambon,30,France,71,US Orléans Loiret Football,€1.8M,€5K
Rogerinho,30,Brazil,71,Al Faisaly,€2.2M,€18K
K. Kodro,23,Bosnia Herzegovina,71,1. FSV Mainz 05,€3.4M,€18K
D. Halfar,29,Germany,71,1. FC Kaiserslautern,€2.3M,€10K
H. Goitom,32,Eritrea,71,AIK Solna,€1.9M,€8K
P. Schiattarella,30,Italy,71,Ferrara (SPAL),€2.2M,€11K
F. Caputo,29,Italy,71,Empoli,€2.4M,€4K
S. Kurtuluş,29,Turkey,71,Bursaspor,€1.8M,€13K
R. Krunić,23,Bosnia Herzegovina,71,Empoli,€3.4M,€3K
N. Bahoui,26,Sweden,71,Grasshopper Club Zürich,€2.5M,€14K
C. Diandy,26,Senegal,71,Sporting Charleroi,€2.4M,€10K
M. Chanot,27,Luxembourg,71,New York City Football Club,€2M,€6K
A. Parot,27,Chile,71,Rosario Central,€2M,€11K
Álvaro García,24,Spain,71,Cádiz C.F.,€3.2M,€6K
A. Traoré,22,Mali,71,AS Monaco,€3.4M,€19K
S. Viera,34,Uruguay,71,CPD Junior Barranquilla,€950K,€3K
M. Madl,29,Austria,71,Fulham,€1.8M,€29K
A. Warda,23,Egypt,71,,€0,€0.00
M. Spiranovic,29,Australia,71,,€0,€0.00
M. Albornoz,26,Chile,71,Hannover 96,€2.3M,€24K
H. Yamada,28,Japan,71,Júbilo Iwata,€2.4M,€6K
C. Mandanne,32,France,71,La Berrichonne de Châteauroux,€1.9M,€6K
L. Boyce,26,Northern Ireland,71,Burton Albion,€2.9M,€10K
S. Yago,24,Burkina Faso,71,Toulouse FC,€2.6M,€16K
Hugo Rubiães,33,Brazil,71,Cruzeiro,€950K,€18K
Yannick Djaló,31,Portugal,71,Vitória Setúbal,€2.1M,€7K
V. Nsimba,23,DR Congo,71,Bourg en Bresse Péronnas 01,€2.8M,€4K
Emerson Avintes,25,Brazil,71,Cruzeiro,€2.6M,€19K
R. Alioui,25,Morocco,71,Nîmes Olympique,€3.1M,€5K
J. Dahlin,30,Sweden,71,Malmö FF,€1.5M,€4K
Martin Cordeia,33,Brazil,71,Cruzeiro,€1.4M,€20K
V. Anita,28,Netherlands,71,Leeds United,€1.9M,€23K
D. Larsson,30,Sweden,71,Akhisar Belediyespor,€2.2M,€13K
O. Alanís,28,Mexico,71,Guadalajara,€1.9M,€33K
Guarrotxena,24,Spain,71,C.D. Leonesa S.A.D.,€3.4M,€7K
Santos,31,Brazil,71,Suwon Samsung Bluewings,€2.1M,€7K
E. Asante,28,Ghana,71,FC Nordsjælland,€2.4M,€13K
H. Kage,27,DR Congo,71,KV Kortrijk,€2.5M,€11K
J. Egan,24,Republic of Ireland,71,Brentford,€2.7M,€23K
D. Bassi,32,Italy,71,La Spezia,€1.4M,€3K
S. Bamba,32,Ivory Coast,71,Cardiff City,€1.4M,€19K
C. Bolaños,33,Costa Rica,71,Vancouver Whitecaps FC,€1.4M,€7K
M. Costanzo,29,Switzerland,71,FC Thun,€2.3M,€12K
S. Diallo,26,Guinea,71,Evkur Yeni Malatyaspor,€2.9M,€11K
B. Röcker,27,Germany,71,Brøndby IF,€2.2M,€13K
A. Jahović,30,FYR Macedonia,71,Göztepe,€2.3M,€14K
F. Fernández,25,Paraguay,71,CD America de Cali,€3.1M,€41K
Nílton,30,Brazil,71,Vissel Kobe,€1.8M,€5K
